Cognate_ID	Kagazli1	Kagazli2	Kagazli3	Kagazli4	Kagazli5	Kagazli6	Kagazli7	Karaushan1	Karaushan2	Karaushan3	Karaushan4	Kiakmuz1	Kiakmuz2	Kiakmuz3	Kibarskoon	Kikulanak1	Kikulanak2	Kikulanak3	Kikulanak4	Kikulanak5	Kiorday1	Kiorday2	Kiorday3	Kiorday4	Kitamga	Kkhalqabad1	Kkhalqabad2	Kkhalqabad3	Kkkokdarya1	Kkkokdarya2	Kkkokdarya3	Kkkokdarya4	Kkshege1	Kkshege2	Kkshege3	Kkshege4	Tagalyk	Tkamangaron1	Tkamangaron2	Tkamangaron3	Tkamangaron4	Tkaptarhona1	Tkaptarhona2	Tkaptarhona3	Tkaptarhona4	Tkaptarhona5	Tnavdi1	Tnavdi2	Tnavdi3	Tnimich1	Tnimich2	Tnimich3	Tnimich4	Tnovmetan1	Tnovmetan2	Tnushor1	Tnushor2	Tnushor3	Trishtan1	Trishtan2	Trishtan3	Tshink1	Tshink2	Tshink3	Turmetan1	Turmetan2	Turmetan3	Turmetan4	Tzarmanak1	Tzarmanak2	Uhitoy1	Uhitoy2	Uhitoy3	Unovmetan3	Usoymahalla1	Usoymahalla2	Usoymahalla3	Uurtoqqishloq1	Uurtoqqishloq2	Uurtoqqishloq3	Uurtoqqishloq4	Uzarmanak3	Uzarmanak4	Ydugova1	Ydugova2	Ysafedorak1	Ysafedorak2	Ysafedorak3
star	ʒ ɔ l d ə z̥	ʒ ʉ l d ʊ z̥	ʒ ʊ l d ʊ z̥	ʒ ʊ l d ə z̥	ʒ ʉ l d ə z̥	ʒ ʉ l d ə z̥	ʒ ʉ l d ə z̥	ʒ ʉ l d ɨ z̥	ʒ y l d ʉ z̥	ʒ ʉ l d ɨ z̥	ʒ ʉ l d ɨ z̥	dʒ ɨ l d ɨ z̥	dʒ ɨ l d ɨ z̥	dʒ ɨ l d ɨ z̥	dʒ ɨ l d ɨ z̥	dʒ ɨ l d ɨ z̥	dʒ ɨ l d ɨ z̥	dʒ ɨ l d ɨ z̥	dʒ ɨ l d ɨ z̥	dʒ ɨ l d ɨ z̥	ʒ ɨ l d ɨ z̥	ʒ ɨ l d ə z̥	dʒ ɨ l d ɨ z̥	dʒ ɨ l d ɨ z̥	dʒ ɨ l d ɨ z̥	ʒ ʉ l d ɨ z̥	ʒ ʉ l d ɨ z̥	ʒ ʉ l d ɨ z̥	ʒ ɨ l d ɨ z̥	ʒ ɨ l d ɨ z̥	ʒ ɨ l d ɨ z̥	ʒ ɨ l d ɨ z̥	ʒ ʊ l d ɨ z̥	ʒ ɨ l d ɨ z̥	ʒ̊ ɨ l d ɨ z̥	ʃ ʉ l d ɨ z̥	s i t ɔ r a	s t ɔ r a	s t ɔ r a	s t ɔ r a	s t ɔ r a	i s t o r a	i s t o r a	i s t o r a	i s t o r a	i s t o r a	s i t o r a	s i t o r a	s i t o r a	s i t o r a	s i t o r a	s i t o r a	s i t o r a	s t ɔ r a	s t ɔ r a	s i t o r a	s i t o r a	s i t o r a	s i t o r a	j ɨ l d ɨ z̥	s i t ɔ r a	s t ɔ r a	s ɪ t ɔ r a	s t ɔ r a	s ɪ t ɔ r a	s t ɔ r a	s ɪ t ɔ r a	s ɪ t ɔ r a	s t ɔ r a	j i l d u z̥	j u l d ɨ z̥	dʒ ʉ l d ɨ z̥	dʒ u l d ɨ z̥	j u l d y z̥	j u l d u z̥	j u l d ɨ z̥	j u l d u z̥	j u l d ʊ z̥	j u l d ʊ z̥	j u l d ʊ z̥	j u l d y z̥	j u l d u z̥	j u l d u z̥	s t ɔ r a	s i t ɔ r a	s i t ɔ r a	s t ɔ r a	
stick	t a j a q	t a j a q	t a j a q	t a j a q	a ɣ a ʃ	t a j a q	a ɣ a ʃ	t a j a q	t a j a q	t a j a q	t a j a q	t a j a q	t a j a q	t a j a q	t a j a q	s ɔ j l	t a j a q	t a j a q	dʒ ɨ g a tʃ	t a j a q	t a j a k	dʒ i ɣ a tʃ	dʒ i ɣ a tʃ	dʒ i ɣ a tʃ	dʒ ɪ g a tʃ	a ɣ a ʃ	a ɣ a ʃ	t a j a q		a ɣ a ʃ	t a j a q	t a j a q	t a j a q	t a j a q	t a j a q		tʃ u p	t a j ɔ q	t a j ɔ q	x ɔ d a	k a l t a k	n a u d a	t a j ɔ q	t a j ɒ q	ʃ ɔ x	k a l t a k	tʃ u p	tʃ u p	tʃ u p	d a s t a	tʃ u b	d a n g a l	t ɪ j ɔ q	tʃ ʉ p	tʃ ʉ p	tʃ u p d a s t	k a l t a k	d a n g a l	k a l t a k	k a l t a k	k a l t a k	tʃ ɔ p	a sː ɔ	k a l t a k	a sː ɔ	a sː ɔ	k a l t a k	a sː ɔ	t a j ɔ q	tʃ ʉ p	t a j a q	t a j a q	t a j a q	t a j ɔ q	t a j ɔ q	t a j ɔ q	tʃ ʉ p a k	t a j ɔ q	t a j ɒ q	t a j ɔ q	tʃ ʊ p	t a j ɔ q	t a j ɔ q	d ɔ r k	k a l t a k	d ɔ r k	k a l t a k	d ɔ r k
stone	t a s	t a s	t a s	t a s	t a s	t a s	t a s	t a s	t a s	t a s	t a s	t a ʃ	t a ʃ	t a ʃ	t a s	t a ʃ	t a ʃ	t a ʃ	t a s	t a ʃ	t a ʃ	t a ʃ	t a ʃ	t ɔ ʃ	t a ʃ	t a s	t a s	t a s	t a s	t a s	t a s	t a s	t a s	t a s	t a s	t a s	s a ŋ	s ã ŋ	s a ŋ	s a ŋ	s a ŋ	s a ŋ	s a ŋ	s a ŋ	s æ ŋ	s a ŋ	s a ŋ	s a ŋ	s a ŋ	s a ŋ	s a ŋ	s a ŋ	s a ŋ	s a ŋ̊	s a ŋ	s a ŋ	s a ŋ	s a ŋ	s a ŋ	s a ŋ	s a ŋ	s a ŋ	s a ŋ	s a ŋ	s a ŋ	s a ŋ	s a ŋ	s a ŋ	s a ŋ	s a ŋ	t a ʃ	t a ʃ	t a ʃ	t ɔ ʃ	t ɔ ʃ	t ɔ s	t ɔ s	t ɔ ʃ	t ɒ ʃ	t ɔ ʃ	t ɔ ʃ	t ɔ ʃ	t ɔ ʃ	s a n g	s a n k	s a n k	s a n g	
straight	t ɨ z ɨ ɬ	t u ɣ r ə	t u ɣ r ə	t ɪ k	t u ɣ r ə	t u r ə		t uː r ɨ	d ø z ʊ	t uː r ɐ	t uː r ɨ	t y z̥	t y z̥	t y z̥	t ʉ z̥	t y z̥	t y z̥	t y z̥	t y z̥	t y z̥	t uː r a	t uː r a	t uː r ə	t uː r a	t y z̥	d ø z ʊː	t uː r ə	t uː r ə	t ʊ r ɨ	t uː r a	t uː r ɐ	t u r ɨ	t uː r ə	t uː r ə	t uː r ə	t uː r ə	t u ɣ r i	r ɔ s t	r ɔ s t	t u ɣ r i	t y ɣ r i	t ʊ ɣ r i	t u ɣ r i	t u ɣ r i	t ɔ ɣ r i	t u ɣ r i	r ɔ s t	r ɔ s t i	r ɔ s t	r ɔ s t a k i	r ɔ s t	r ɔ s t	r ɔ s t	t ʉ ɣ r i	r ɔ s	r ɔ s t a k i	r ɔ s t	r ɔ s t a k i	t u ɣ r ə	t u ɣ r ə	t u ɣ r ə	r ɔ s t	r ɔ s t	r ɔ s t	r ɔ s t	r ɔ s t	r ɔ s t	r ɔ s t	r ɔ s t	t ʉ ɣ r i	t uː r ɐ	t uː r ɨ	t uː r ə	t ʉ ɣ r ɪ	t ʊ ɣ r ɪ	t ʊ ɣ r ɨ	t ʊ ɣ r ɨ	t ɔ ɣ r ɨ	t ɔ ɣ r ə	t ʊ ɣ r ə	t ʊ ɣ r ə	t ʉ ɣ r i	t ʉ ɣ r ə	t u ɣ r i	a l d	a l d̥	a l d̥	
sun	k ʉ n	k ʉ n	k ʉ n	k ʉ n	k ʉ n	k ʉ n	k ʉ n	k ʉ n	k ʉ n	k ʉ n	k ʉ n	k y n	g y n	g y n	k y n	g y n	g y n	g y n	k y n	g y n	g y n	g y n	g y n	k y n	k y n	k ʉ n	q ʉ j a ʃ	k ʉ n	q ʉ j a ʃ	k y n	q ʉ j a ʃ	k ʉ n	k ʉ n	k ʉ n	k ʉ n	q ʉ j a ʃ	ɔ f t ɔ b̥	ɔ f t ɔ b̥	ɔ f t ɔ b̥	ɔ f t ɔ b̥	ɔ f t ɔ p	a f t a w	o f t ɔ b	a f t ɒ b	a f t a w	a f t a w	ɔ f t o b̥	ɔ f t ɔ b̥	ɔ f t ɔ b̥	ɔ f t ɔ b̥	ɔ f t ɔ b̥	a f t ɔ w	a f t ɔ w	ɔ f t ɔ b̥	ɔ f t ɔ b̥	a f t o w	ɔ f t ɔ b̥	a f t o w	o f t ɔ p	ɔ f t ɔ b̥	ɔ f t ɔ b̥	ɔ f t ɔ b̥	ɔ f t ɔ b̥	ɔ f t ɔ b̥	ɔ f t ɔ b̥	ɔ f t ɔ b̥	ɔ f t ɔ b̥	ɔ f t ɔ b̥	o f t o b̥	o f t o b	q ʉ j a ʃ	q ʉ j a ʃ	k ʉ n	q u j ɔ ʃ	q u j ɒ ʃ	q u j ɔ ʃ	q u j ɔ ʃ	q u j ɔ ʃ	q u j ɔ ʃ	q u j ɔ ʃ	q y j a ʃ	q u j ɔ ʃ	q u j ɔ ʃ	x i r	x u r	x ʉ r	x ʊ r	
tail	k ʉ j r ɔ q	k ʉ j r ʊ q	k ʉ j r ɨ q	k ʉ j r ʊ q	k ʉ j r ɜ q	k ʉ j r ɔ q	k ʉ j r ɔ q	q y j r œ q	q y j r ɔ q	q y j r ɔ q	k y j r ɔ q	q ʉ j r u q	q ʉ j r u q	q u j r u q	q u j r u q	q u j r u q	k u j r u k	q u j r u q	q u j r u q	q u j r u q	q ʉ j r u q	q ʉ j r u q	d y m	k u j r u k	q ʉ j r u q	q ʉ j r ɔ q	q ʉ j r ɔ q	q ʉ j r ɔ q	q y j r ɔ q	q ʉ j r ɔ q	d ʉ m	q y j r ɔ q	q ʉ j r ɔ q	q ʉ j r ɔ q	q ʉ j r ɔ q	q ʉ j r ɔ q	d ʊ m	d u m	d u m	d u m	d u m	d ø m	d u m	d ʊ m	d ʊ m	d m̩	d m̩	d u m	d m̩	d ʊ m	d ʊ m	d m̩	d m̩	d u m	d u m	d m̩	d ʊ m	d ʊ m	d y m	d y m	d ø m	d m̩	d m̩	d m̩	d ʊ m	d m̩	d m̩	d m̩	d u m	d u m	q y j r ɔ q	q y j r ɔ q	q ʉ j r ɔ q	d u m	d ʉ m	d ʉ m	d ʉ m	d ʉ m	d ʉ m	d m̩	d ʉ m	d u m	d u m	d i m	d u m	d ʉ m	d i m	d i m
they	o l a r	ʊ l a r	ʊ l a r	w o l a r	w ɔ l a r	w ɔ l a r	w ɔ l a r	w ɔ l a r	w ɔ l a r	w ɔ l a r	w ɔ l a r	a l a r	a l a r	a l a r	a l a r	ɒ l a r	ɒ l a r	a l a r	a l a r	a l a r	ʊ l a r	ʊ l a r	ʊ l a r	ɒ l a ʃ	a l a r	w ɔ l a r	w ɔ l a r	w ɔ l a r	w o l a r	w o l a r	w o l a r	w o l a r	w ɔ l a r	w ɔ l a r	w ɔ l a r	w ɔ l a r	ɔ n h ɔ	v a j h ɔ	u n ɔ	v a j h ɔ	v a j h ɔ	β a j ɔ	v a j ɔ	v a j ɔ	v a j ɔ	v a j ɔ	ɔ n h ɔ	ɔ n h ɔ	ɔ n h ɔ	ɔ n h ɔ	ɔ n h ɔ	ɔ n h ɔ	ʊ w ɔ	u n ɔ		ʊ w ɔ	ɔ n h ɔ	u v ɔ	v a j h ɔ	v a j h ɔ	v a j h ɔ	ɔ n h ɔ	ɔ n h ɔ	ɔ n h ɔ	ɔ n h ɔ	ɔ n h ɔ	ɔ n h ɔ	ɔ n h ɔ	u n o	u n ɔ	w o l a r	w ɔ l a r	w ɔ l a r	u l a r	ʊ l a r	u l a r	u l a r	u l a r	ʊ l a r	ʊ l a r	ʊ l a r	u l a r	u l a r	o n h ɔ	a x t i t	a x t i t	a x t i t	a x t i t
thick	ʒ w ɒ n	ʒ u w ã n	sʲ e m ɪ z̥	sʲ e m ə z̥	sʲ e m ə z̥	q a l ə n	sʲ e m ɪ z̥	t ɔ n t a q	sʲ e m ɨ z̥	sʲ e m ɨ z̥	sʲ e m ɨ z̥	t ɔ l ɨ q	sʲ e m ɪ z̥	sʲ e m i z̥	dʒ ɔː n	t ɔ l ɜ q	sʲ e m ɨ z̥	sʲ e m i z̥	dʒ ɔː n	sʲ e m ɨ z̥	ʒ ɔː n	sʲ e m ɨ s	sʲ e m ɨ s	sʲ e m ɨ z̥	dʒ ɔː n	sʲ e m ɨ z̥	sʲ e m ɨ z̥	ʒ ʊ w a n	sʲ e m ɨ z̥	sʲ e m ɨ z̥	sʲ e m ɨ z̥	q a l ə n	sʲ e m ɪ z̥	t ɔ l q	ʒ ʊ w a n	t ɔ l p a q	ɣ a s p	ɣ a s p	ɣ a s p	ɣ a s p	ɣ a f t	ɣ a u s	f a r b i	f a r b i	ɣ a u s	f a r b i	f a r b e	ɣ a f s	ɣ a f s	ɣ a f s	ɣ a f s	f a r b e	ɣ a f s	ɣ a ɣ s	ɣ a u s	ɣ a β s	f a r b e	ɣ a w s	f a r bʲ e	ɣ a β s	ɣ a w s	ɣ a w s	ɣ a f s	ɣ a f s	ɣ a f s	ɣ a f s	ɣ a f s	ɣ a f s	ɣ u l	ɣ a v s	sʲ e m ɪ z̥	sʲ e m ɨ z̥	sʲ e m ɨ z̥	j ɔ ɣ ɔ n	j ɔ ɣ ɔ n	sʲ e m ə z̥	sʲ e m ɨ z̥	sʲ e m ɪ z̥	j ʉ ɣ ɔ n	sʲ e m ɪ z̥	sʲ e m ɪ z̥	s e m i z̥	q a l ə n	ɣ a f s	ɣ a f s	ɣ a f s	ɣ a f s	ɣ a f s
thin	ʒ i ŋ ʃ kʲ e	ʒ ʉ q a	ʒ o q a	ʒ ʉ q a	ʒ ʉ q a	ʒ ʉ q a		ʒ ʊ χ a	ʒ ʊ q a	ʒ ɪ m ɨ ʃ kʲ e	ʒ ɪ m ʃ kʲ e	dʒ u q a	i tʃ k ɛ	i tʃ k ɛ	i tʃ k ɛ	i s k ɛ	i tʃ k ɛ	i tʃ k ɛ	i tʃ k ɛ	dʒ u q a	ʒʲ u k a			dʒ u k a	dʒ u q a	ʒ u q a	t ʊ m b a q	ʒ u q a	dʒ u ɣ a	ʒ ɨ ŋ ʃ k ɪ	j u p q a	ʒ ʊ q a	ʒ i ŋ ʃ k e	ʒ i ŋ ʃ k i n e	ʃ ʊ q a	ʒ ɨ ŋ ʃ k i n e	b ɔ r i k	t u n u k	t u n u k			b ɔ r i k	b ɔ r i k	b o rʲ i k	b ɔ r i k	b ɔ r i k	t u n u k	t u n u k	b ɔ r i k	b ɔ r i k	t u n u k	p ɔ r i k	p a tʃ ə q			b ɔ r i k	p ɔ r i k	t ʉ n ʉ k	x a r ɔ p	b ɔ r i k	b ɔ r i k	b ɔ r i	b ɔ r i k	b ɔ r i k	x a r o b̥	x a r o b̥	b ɔ r i k	b ɔ r i k	t u n u k	x a r ɔ b̥	dʒ u q a	dʒ o q a	dʒ i ŋ i s k e	m a j i n		i ŋ i s k a	j u p k a	i n g i tʃ k a	j y p q a	j y p q a	j y p q a	j y p q a	i n g i tʃ k ə	t u n u k	b ɔ r i k	b oˑ r i k	b oˑ r i k	b o r i k
three	ʉ ʃʲ	ʉ ʃʲ	ʉ ʃʲ j ʊː	ʉ ʃ	ʉ ʃ	ʃ uː	ʉ ʃ	y ʃ	y tʃ	ø ʃ	ʉ ʃ	y tʃ	y tʃ	y tʃ	y tʃ	y tʃ	y tʃ	y tʃ	y tʃ	y tʃ	ʉ tʃ	y tʃ	y tʃ	y tʃ	y tʃ	ʉ ʃ	ʉ ʃ	ʉ ʃ	y tʃ	ʉ ʃ	y tʃ	ʉ ʃ	ʉ ʃ	ʉ ʃ	ʉ ʃ	ʉ ʃ	sʲ ɛ	s e	s e	s e tː a	sʲ e	s e	s ɛ	s e	sʲ e	sʲ ɛ	s e	sʲ e t ɐ	sʲ e t ɐ	s e	s e	s e	s e	sʲ e t a	s e	s e	s e	s e	sʲ e	s e	sʲ e t a	s eː	s eˑ t a	sʲ eː	s e	s e	s e t a	s e	sʲ e t a	sʲ e	y tʃ	ʉ tʃ	ʉ ʃ	u tʃ	y tʃ	y tʃ	y tʃ	ʉ tʃ	u ʃ t a	ʉ tʃ	ʉ tʃ	u tʃ	u tʃ	s a r a j	t r a j	tʲ i r a j	t r a j	t ɪ r a j
tobite	t ə s tʲ ɪ w	ʃ a j n a	t ɪ s tʲ e w	t ɪ s tʲ j u	t ɪ s tʲ e w	ʃ a j n a w	t ɪ s tʲ e w	ʃ a j n a ʊ	s t i m	t ɨ s t e ʊ	t ɪ s t e ʊ	t i ʃ t øː	t i ʃ t øː	t i ʃ t øː	t i ʃ t øː	t i ʃ t øː	t i ʃ t øː	t i ʃ t øː	t i ʃ t øː	t i ʃ t øː	t i ʃ t i ʃ	t i ʃ t ɛ t	tʃ a ɣ a t	t i s tʲ e	t i ʃ t ɛ	t ɪ s l e ʊ	t ɪ s tʲ e ʊ	t ɪ s tʲ e ʊ	t i s tʲ e ʊ	a s a ʊ	t i s lʲ e ʊ	t ɨ ʃ lʲ e ʊ	t ɪ s lʲ e ʊ	t ɪ s t e ʊ	t ɨ s l e ʊ	t ɪ s l e ʊ	g a z i d a n	g a z i d a n	g a z d a n	g a z d a n	x o j d a n	g a z i d a n	g a z i d a n	m e g a z a n	g a z i d a n	g a z i d a n	g a z i d a n	g a z i d a n	g a z i d a n	g a z i d a n	g a z i d a n	g a z i d a n	g a z i d a n	g a z̥	g æ z i d a n	g a z i d a n	g a z i d a n	g a z i d a n	g a z i d a n	g a z i d a n	g a z i d a n	g a z ɪ	g a z i d a n	g a z i d a n	g a z i d a n	g a z i d a n	g a z i d a n	g a z i d a n	g a z d a n	g a z d a n	t ɪ ʃ l e ʊ	t ɪ ʃ l e ʊ	t ɪ s l e ʊ	tʃ l a ʃ	t i ʃ l a	t i ʃ l a m ɔ q	t i ʃ l a ʃ	t ɪ ʃ l a ʃ	t ɪ ʃ l a m ɔ q	t ɪ ʃ l a m ɔ q	t ɪ ʃ l a m ɔ q	t i ʃ l a ʃ	tʃ l a m ɔ q	x ɪ ʃ o j a k	x ɪ ʃ o j	x ɪ ʃ o j a k	x ɪ ʃ o j a k	x ɪ ʃ o j a k
toblow	ʉ r lʲ ə w	ʉ r lʲ ɪ w	ʉ r lʲ e w	ʉ r lʲ j u	ʉ r lʲ e w	ʉ r lʲ e w	ʉ r lʲ e w	ʉ r l j ə ʊ	ʉ p l j e m	y r l j ʊ	ʉ p lʲ e ʊ	y j l øː	y j l øː	y j l øː	y j l øː	y j l øː	y j l øː	y j l øː	y j l øː	y j l øː	p y l ø ʃ	p y d ɛ m			y j l øː	y f l ə ʊ	y f l ə ʊ	y f l ə ʊ	ʉ f l e ʊ	ʉ p lʲ e ʊ	ʉ p lʲ ʊ	ʉ p l j e ʊ	ʉ f lʲ e ʊ	ʉ f l e ʊ	y f l ə ʊ	y f l ə ʊ	p u f	p u f	p u f		h u f	p u f	p u f		p u f	p u f	p u f	p u f	p ʊ f	p u f	p u f	p u f	p u f	p u f	p u f	d u t	h a v o	p u f	p u f	p u f	p f̩	p f̩	p f̩	p f̩	p u f	p ʊ f	p f̩	p u f	p ə f	p f	ʉ f l ə ʊ	ʉ f l ə ʊ	ʉ f l ə ʊ		p ʊ f l a	p ʉ j d a m ɔ q	p ʉ j d a ʃ	p f̩ l a ʃ	p f̩ l a m ɔ q	p f̩ l a ʃ	p f̩ l a m ɔ q	p u f l a ʃ	p f l a m ɔ q	h a β ɔ	p u f	p u f i	p u f	p u f
tobreathe	dʲ ɪ m	dʲ ɪ m	d i m	dʲ e m	dʲ ɪ m	d ɪ m	d ɪ m	dʲ ɪ m	dʲ ɪ m	dʲ ɪ m	dʲ ɪ m	d e m	dʲ e m	d e m	d e m	d e m	d e m	d e m	d e m	dʲ ɪ m	n a f a s	n a f a s	n a f a s	d ɛ m	d e m	dʲ ɪ m	dʲ ɪ m	dʲ ɪ m	d ɪ m	d ɪ m	d ɪ m	dʲ ɪ m	dʲ ɪ m	dʲ ɪ m	dʲ ɪ m	dʲ ɪ m	n a f a s	n a f a s	n a f a s	n a f a s	n a f a s	n a f a s	n a f a s	n a f a s	n a f	n a f a s	n a f a s	n a f a s	n a f a s	n a f a s	n a f a s	n a f a s	n a f a s	n a f a s	n a f a s	n a f a s	n a f a s	n a f a s	n a f a s	n a f a s	n a f a s	n a f a s	n a f a s	n a f a s	n a f a s	n a f a s	n a f a s	n a f a s	n a f a s	n a f a s	dʲ ɪ m	dʲ ɪ m	dʲ ɪ m	n a f a s	n a f a s	n a f a s	n a f a s	n a f a s	n a f a s	n a f a s	n a f a s	n a f a s	n a f a s	n a f a s	n a f a s	n a f a s	n a f a s	n a f a s
toburn	ʒ a ɣ u	ʒ a ɣ u	ʒ a ɣ u	ʒ a ɣ u	ʒ a ɣ u	ʒ a ɣ u	ʒ a ɣ u	ʒ a ɣ ʊː	ʒ a ɣ ʊː	ʒ a ɣ ʊː	ʒ a ɣ ʊː	dʒ a ɣ uː	dʒ a ɣ uː	dʒ a ɣ uː	dʒ a q	dʒ a g ʊː	y r t ø	dʒ a q	dʒ a ɣ uː	ø r tː ø	dʒ a g̊	dʒ ɒ q			dʒ a ɣ uː	ʒ a ɣ ʊ	ʒ a ɣ ʊ	ʒ a ɣ ʊ	w ø r t ø ʊ	ʒ a ɣ ʊ	ʒ a ɣ ʊ	ʒ a ɣ ʊː	ʒ a ɣ ʊ	ʒ a ɣ ʊː	ʒ a ɣ ʊ	ʒ a ɣ ʊ	d a r g e r o n d a n	d a r g ɪ r u n d a n	s y x t a n	g e r ɔ n d a n	d a r g e r o n d a n	d a r g e r u n d a n	d a r g e r u n d a n	a l a v	d a r g u r u n d a n	d a r gʲ e r u n d a n	a l ɔ v	d a r g i r u n d a n	a l ɔ v	s u x t a g i	s u z ɔ n d a n	s u x t a n	d a r g i r o n d a n	g i r ɔ n		s u x t a n	d a r g i r ʊ n d a n	s u x t a n	d a r gʲ e r u n d a n	d a r gʲ i r u n d a n	d a r gʲ ɪ r u n d a n	s ʊ x t a n	d a r g i r u n d a n	d a r g i r u n d a n	d a r g i r u n d a n	s u z ɔ n d a n	d a r g i r u n d a n	d a r g i r u n d a n	s ʉ x t a n	g r ɔ n d a n	dʒ a ɣ ʊː	dʒ a ɣ ʊː	dʒ a ɣ ʊː	j ɔ n d ə r i ʃ	j ɔ q m ɔ q	j ɔ n d ɪ r m ɔ q	j a q ɪ ʃ	j ɔ q ɪ ʃ	j ɔ q m ɔ q	j ɔ q m ɔ q	j ɔ q m ɔ q	j ɔ n d ɪ r m ɔ q	j ɔ q m ɔ q	ɔ l ɔ w	ɔ l ɔ w i	ɔ l x a ʃ o n a k	ɔ l x a ʃ ʊ n a k	
tocome	kʲ i l ʊ	kʲ e l u	kʲ e l d ø	k i l u	kʲ e l u	kʲ e l u	kʲ e l u	kʲ e l ʊː	kʲ e l ʊː	kʲ e l ʊː	kʲ e l ʊː	kʲ e l yː	kʲ e l yː	kʲ e l yː	kʲ e l ʉː	kʲ e l yː	gʲ e l yː	gʲ e l	kʲ e l yː	kʲ e l yː	gʲ e l ɪ ʃ	gʲ e l ɛ m	gʲ e l d ə	kʲ e l ʊː	kʲ e l yː	kʲ e l ʊː	kʲ e l ʊː	kʲ e l ʊː	kʲ e l d ə	kʲ e l ʊ	kʲ e l ʊː	kʲ e l ʊː	kʲ e l ʊː	kʲ e l ʊː	kʲ e l ʊː	kʲ e l ʊː	ɔ m a d a n	ɔ m a d a n	ɔ m a d a n	ɔ m a d a n	ɔ m a d a n	ʊ m a d a n	ɔ m a d a n	m e ɔ m	m a d a n	u m a d a n	o m a d a n	o m a d a n	b i w	o m a d a n	ɔ m a d a n	ɔ m a d a n	u m a d a n	ɔ m d a n		ɔ m a d a n	b i ʊ	ʊ m a d a n	ɔ m a d a n	ɔ m a d a n	ɔ m a d a n	ɔ m a d a n	ʊ m a d a n	ɔ m a d a n	ɔ m a d a n	ɔ m a d a n	ɔ m a d a n	ɔ m a d a n	ɔ m d a n	ɔ m d a n	kʲ e l ʊː	kʲ e l ʊː	kʲ e l ʊː	k e l i ʃ	kʲ e l i ʃ	kʲ e l m ɔ q	kʲ e l i ʃ	kʲ e l ɪ ʃ	kʲ e l m ɔ q	kʲ ɪ l m ɔ q	kʲ ɪ l m ɔ q	k e l i ʃ	kʲ ɪ l m ɔ q	a v ɔ r i m	a v ɔ w	β ɔ β a k	β ɔ β a k	
tocut	kʲ ɪ s u	kʲ e s u	kʲ e s u	kʲ e s u	kʲ e s u	kʲ e s u	kʲ e s u	kʲ e s ʊː	kʲ e s ʊː	kʲ e s ʊː	kʲ e s ʊː	kʲ e s yː	kʲ e s yː	kʲ e s yː	kʲ e s yː		gʲ e s yː	gʲ e s	kʲ e s yː	gʲ e s yː	kʲ e s ɪ ʃ	kʲ e s ɛ m	kʲ e s ɛ t	kʲ e s yː	kʲ e s yː	kʲ e s ʊː	kʲ e s ʊː	kʲ e s ʊː	kʲ e s ʊː	kʲ e s ʊː	kʲ e s ʊː	kʲ e s ʊː	kʲ e s ʊː	kʲ e s ʊː	kʲ e s ʊː	kʲ e s ʊː	b ʊ r i d a n	b u r i d a n	b u r i d a n	tʃ ɔ	rʲ e z a	b r i d a n	b ə r i d a n	m e b a r a m	b r i d a n	b r i d a n	b u r i d a n	a r a	b u r i d a n	b u r i d a n	b u r i d a n	b u r i d a n	b u r i d a n	b u r i d a n	b u r i d a n	b ə r i d a n	b u r i d a n	b ə r i d a n	b u r i d a n	b u r i d a n	b ø r i d a n	b ə r i d a n	m a j d a	b ə r i d a n	b u r i d a n	b ə r i d a n	b ə r i d a n	b ə r i d a n	b u r i d a n	b u r i d a n	kʲ e s ʊː	kʲ e s ʊː	kʲ e s ʊː	k e s i ʃ	kʲ e t m ɔ q	kʲ e t m ɔ q	kʲ e s i ʃ	k e s i ʃ	kʲ e s m ɔ q	kʲ e s m ɔ q	kʲ e s m ɔ q	kʲ e s i ʃ	kʲ e s m ɔ q	p a k a ʃ	r e z a i	m a j d a i	k ʊ ʃ a k	
todie	w ʉ l u	w ʉ l u	w ʉ l u	w ø l u	w ʉ l j	w ʉ l ʊ	w ø l ʊ	w ø l ʊː	w ø l ʊː	w ø l ʊː	w ø l ʊː	ø l yː	ø l yː	ø l yː	ø l yː	ø l yː	ø l yː	ø l yː	ø l yː	ø l yː		ø l ø t	ø l ɛ t	ø l yː	ø l yː	w ø l ʊː	w ø l ʊː	w ø l ʊː	w ø l ə n	w ø j l ɔː	w u l ʊ	w ø j l ʊː	w ø l ʊː	w ø l ʊː	w ø l ʊː	q a j t	m u r d a n	m u r d a n	m u r d a n	m u r d a n	m ʊ r d a n	m ø r d a n	m u r d a n	m e m b a r a m	m ʊ r d a n	m r̩ d a n	m u r d a n	m u r d a n	m u r d a n	m u r d a n	m u r d a n	m r̩ d a n	m r̩ d a n	m ʊ r d̥	m u r d a n	m u r d a n	m u r d a n	m r̩ d a n	m r̩ d a n	m ʊ r d a n	m ø r d a n	m ʉ r d a n	m ʉ r d a n	m ʉ r d a n	m u r d a n	m ʉ r d a n	m ʉ r d a n	m ʉ r d a n	m u r d a n	m ʊ r d a n	w ø l ʊː	w ø l ʊː	w ø l ʊː	ʉ l i ʃ	ʉ l m ɔ q	ʉ l m ɔ q	ø l i ʃ	w ʉ l ɪ ʃ	w ʉ l m ɔ q	w ʉ l m ɔ q	w ʉ l ɪ ʃ	ʉ l i ʃ	ʉ l m ɔ q	a m i r i m	m i r a k	m i r a k	m i r a k	
